symbol,entry_time,entry_price,exit_time,exit_price,signal,score,pnl,ret,holding_s
BTCUSDT,2024-05-01 01:00:00,60222.507826,2024-05-01 01:00:00,60151.820133999994,-1,,70.68769200000679,0.00017377529684156775,0.0
BTCUSDT,2024-05-01 02:00:00,60115.749863000005,2024-05-01 02:00:00,59945.968397,-1,,169.78146600000764,0.0018242426716281318,0.0
BTCUSDT,2024-05-01 03:00:00,59910.011603,2024-05-01 03:00:00,60264.103809,-1,,-354.09220600000117,-0.0069104012255318936,0.0
BTCUSDT,2024-05-01 04:00:00,60227.946194,2024-05-01 04:00:00,60302.075197,-1,,-74.12900300000183,-0.0022308074188886534,0.0
BTCUSDT,2024-05-01 05:00:00,60265.904803,2024-05-01 05:00:00,60068.015,-1,,197.8898029999982,0.002283611249957495,0.0
BTCUSDT,2024-05-01 06:00:00,60031.975003,2024-05-01 06:00:00,59547.798982,-1,,484.1760209999993,0.007065302215624313,0.0
BTCUSDT,2024-05-01 07:00:00,59512.081018000004,2024-05-01 07:00:00,57517.239997,-1,,1994.8410210000075,0.03251993388362018,0.0
BTCUSDT,2024-05-01 08:00:00,57482.75,2024-05-01 08:00:00,57186.840907,-1,,295.90909300000203,0.004147789432481954,0.0
BTCUSDT,2024-05-01 09:00:00,57152.54909,2024-05-01 09:00:00,57132.744683,-1,,19.804407000003266,-0.0006534816501567303,0.0
BTCUSDT,2024-05-01 10:00:00,57098.475317000004,2024-05-01 10:00:00,57786.010603999996,-1,,-687.5352869999915,-0.013041219720542882,0.0
BTCUSDT,2024-05-01 11:00:00,57751.349396000005,2024-05-01 11:00:00,57915.839541,-1,,-164.49014499999612,-0.0038482476465110803,0.0
BTCUSDT,2024-05-01 12:00:00,57881.090462,2024-05-01 12:00:00,57987.370994000004,-1,,-106.28053200000431,-0.002836187451751266,0.0
BTCUSDT,2024-05-01 13:00:00,57952.599003,2024-05-01 13:00:00,57318.480386999996,-1,,634.118616000007,0.009942022047487134,0.0
BTCUSDT,2024-05-01 14:00:00,57284.099613000006,2024-05-01 14:00:00,57499.2446,-1,,-215.1449869999924,-0.004755754012954191,0.0
BTCUSDT,2024-05-01 15:00:00,57464.765397,2024-05-01 15:00:00,56903.0658,-1,,561.6995970000062,0.008774678328876118,0.0
BTCUSDT,2024-05-01 16:00:00,56868.9342,2024-05-01 16:00:00,57061.103197,-1,,-192.1689969999934,-0.0043791559434569706,0.0
BTCUSDT,2024-05-01 17:00:00,57026.8868,2024-05-01 17:00:00,57441.877395,-1,,-414.99059500000294,-0.008277104157121951,0.0
BTCUSDT,2024-05-01 18:00:00,57407.412608,2024-05-01 18:00:00,58931.664197,-1,,-1524.2515889999995,-0.02755147688693407,0.0
BTCUSDT,2024-05-01 19:00:00,58896.305806000004,2024-05-01 19:00:00,56971.556340999996,-1,,1924.749465000008,0.03168030886928609,0.0
BTCUSDT,2024-05-01 20:00:00,56937.373662,2024-05-01 20:00:00,57378.908509999994,-1,,-441.5348479999957,-0.008754745602090813,0.0
BTCUSDT,2024-05-01 21:00:00,57344.501487,2024-05-01 21:00:00,57926.402708999995,-1,,-581.9012219999931,-0.011147463259958936,0.0
BTCUSDT,2024-05-01 22:00:00,57891.657291,2024-05-01 22:00:00,57897.944174,-1,,-6.286882999993395,-0.0011085973919936608,0.0
BTCUSDT,2024-05-01 23:00:00,57863.21582600001,2024-05-01 23:00:00,58382.479491,-1,,-519.2636649999913,-0.009973985589765089,0.0
BTCUSDT,2024-05-02 00:00:00,58347.460509000004,2024-05-02 00:00:00,57784.620187,-1,,562.8403220000037,0.008646355078524563,0.0
BTCUSDT,2024-05-02 01:00:00,57749.96981,2024-05-02 01:00:00,57129.503711,-1,,620.4660990000048,0.009744007330936555,0.0
BTCUSDT,2024-05-02 02:00:00,57095.23628900001,2024-05-02 02:00:00,57481.109161,-1,,-385.87287199999264,-0.007758407479860716,0.0
BTCUSDT,2024-05-02 03:00:00,57446.640836,2024-05-02 03:00:00,57460.112863999995,-1,,-13.472027999996499,-0.0012345137644941984,0.0
BTCUSDT,2024-05-02 04:00:00,57425.647136,2024-05-02 04:00:00,57413.438866,-1,,12.208270000002813,-0.0007874073587522625,0.0
BTCUSDT,2024-05-02 05:00:00,57379.01113100001,2024-05-02 05:00:00,57501.815371,-1,,-122.80423999999039,-0.0031402292855765733,0.0
BTCUSDT,2024-05-02 06:00:00,57467.324629,2024-05-02 06:00:00,57645.848567999994,-1,,-178.52393899999151,-0.004106529495718027,0.0
BTCUSDT,2024-05-02 07:00:00,57611.281429,2024-05-02 07:00:00,57698.384324,-1,,-87.10289499999635,-0.0025119069189138196,0.0
BTCUSDT,2024-05-02 08:00:00,57663.775676000005,2024-05-02 08:00:00,57852.170446,-1,,-188.3947699999917,-0.004267125119564494,0.0
BTCUSDT,2024-05-02 09:00:00,57817.469554,2024-05-02 09:00:00,57821.701307999996,-1,,-4.231753999993089,-0.0010731916154864015,0.0
BTCUSDT,2024-05-02 10:00:00,57787.028689000006,2024-05-02 10:00:00,57818.750423000005,-1,,-31.721733999998833,-0.0015489421193589973,0.0
BTCUSDT,2024-05-02 11:00:00,57784.069577,2024-05-02 11:00:00,58577.227898000005,-1,,-793.1583210000026,-0.014726245430725187,0.0
BTCUSDT,2024-05-02 12:00:00,58542.092102,2024-05-02 12:00:00,58574.15697699999,-1,,-32.064874999989115,-0.0015477234217069202,0.0
BTCUSDT,2024-05-02 13:00:00,58539.013026,2024-05-02 13:00:00,58467.755066,-1,,71.25796000000264,0.00021727299994541305,0.0
BTCUSDT,2024-05-02 14:00:00,58432.684934000004,2024-05-02 14:00:00,59072.966575,-1,,-640.2816409999941,-0.011957594054135889,0.0
BTCUSDT,2024-05-02 15:00:00,59037.543422,2024-05-02 15:00:00,59281.929245,-1,,-244.3858229999969,-0.005139498509501463,0.0
BTCUSDT,2024-05-02 16:00:00,59246.380752000005,2024-05-02 16:00:00,59035.245262,-1,,211.13549000000785,0.00256368587110497,0.0
BTCUSDT,2024-05-02 17:00:00,58999.824741000004,2024-05-02 17:00:00,59207.997072,-1,,-208.1723309999943,-0.004528355074169089,0.0
BTCUSDT,2024-05-02 18:00:00,59172.482928,2024-05-02 18:00:00,59401.335055999996,-1,,-228.85212799999863,-0.004867543099018876,0.0
BTCUSDT,2024-05-02 19:00:00,59365.704944,2024-05-02 19:00:00,59368.915333,-1,,-3.21038899999985,-0.0010540781753207214,0.0
BTCUSDT,2024-05-02 20:00:00,59333.29467,2024-05-02 20:00:00,58745.06823499999,-1,,588.2264350000114,0.00891393513998523,0.0
BTCUSDT,2024-05-02 21:00:00,58709.831765,2024-05-02 21:00:00,59130.313774,-1,,-420.4820089999994,-0.008162037368512282,0.0
BTCUSDT,2024-05-02 22:00:00,59094.856222999995,2024-05-02 22:00:00,59345.7984,-1,,-250.94217700000445,-0.005246430113190403,0.0
BTCUSDT,2024-05-02 23:00:00,59310.2016,2024-05-02 23:00:00,59078.328183,-1,,231.87341700000252,0.0029095030997163653,0.0
BTCUSDT,2024-05-03 00:00:00,59042.88182,2024-05-03 00:00:00,59049.519542999995,-1,,-6.637722999992548,-0.0011124220701189437,0.0
BTCUSDT,2024-05-03 01:00:00,59014.100457,2024-05-03 01:00:00,59328.903333,-1,,-314.80287600000156,-0.0063343671014587325,0.0
BTCUSDT,2024-05-03 02:00:00,59293.30667,2024-05-03 02:00:00,59561.623128,-1,,-268.31645800000115,-0.005525240251708856,0.0
BTCUSDT,2024-05-03 03:00:00,59525.886875000004,2024-05-03 03:00:00,59738.21609,-1,,-212.32921499999793,-0.004567006325262716,0.0
BTCUSDT,2024-05-03 04:00:00,59702.383910000004,2024-05-03 04:00:00,59621.881199999996,-1,,80.50271000000794,0.00034840026022016054,0.0
BTCUSDT,2024-05-03 05:00:00,59586.118800000004,2024-05-03 05:00:00,59540.52680099999,-1,,45.59199900001113,-0.0002348553670186163,0.0
BTCUSDT,2024-05-03 06:00:00,59504.823196000005,2024-05-03 06:00:00,59272.51642199999,-1,,232.3067740000115,0.0029039990629806203,0.0
BTCUSDT,2024-05-03 07:00:00,59236.973575,2024-05-03 07:00:00,59208.497222,-1,,28.476353000005474,-0.0005192807585966301,0.0
BTCUSDT,2024-05-03 08:00:00,59172.982778,2024-05-03 08:00:00,59243.757797,-1,,-70.77501900000061,-0.002196069822363495,0.0
BTCUSDT,2024-05-03 09:00:00,59208.222203,2024-05-03 09:00:00,59498.964336,-1,,-290.74213299999974,-0.005910502666389268,0.0
BTCUSDT,2024-05-03 10:00:00,59463.265667,2024-05-03 10:00:00,59057.712,-1,,405.55366700000013,0.005820238721350079,0.0
BTCUSDT,2024-05-03 11:00:00,59022.297997,2024-05-03 11:00:00,59308.877326999995,-1,,-286.5793299999932,-0.005855441752107984,0.0
BTCUSDT,2024-05-03 12:00:00,59273.31267,2024-05-03 12:00:00,60659.192299999995,-1,,-1385.8796299999958,-0.024381173880322553,0.0
BTCUSDT,2024-05-03 13:00:00,60622.807700000005,2024-05-03 13:00:00,61708.446982,-1,,-1085.6392819999965,-0.01890809966064961,0.0
BTCUSDT,2024-05-03 14:00:00,61671.443015,2024-05-03 14:00:00,61636.655451,-1,,34.78756399999838,-0.00043592103088074005,0.0
BTCUSDT,2024-05-03 15:00:00,61599.674552000004,2024-05-03 15:00:00,61709.247222,-1,,-109.5726699999941,-0.0027787865081575587,0.0
BTCUSDT,2024-05-03 16:00:00,61672.232778,2024-05-03 16:00:00,61700.494597,-1,,-28.261818999999377,-0.0014582584045843248,0.0
BTCUSDT,2024-05-03 17:00:00,61663.4954,2024-05-03 17:00:00,61824.391755,-1,,-160.89635499999713,-0.0036092642649640833,0.0
BTCUSDT,2024-05-03 18:00:00,61787.298248,2024-05-03 18:00:00,61847.708748000005,-1,,-60.41050000000541,-0.0019777171314002365,0.0
BTCUSDT,2024-05-03 19:00:00,61810.601255,2024-05-03 19:00:00,62085.940195999996,-1,,-275.3389409999945,-0.0054545585289501085,0.0
BTCUSDT,2024-05-03 20:00:00,62048.699804,2024-05-03 20:00:00,62918.869999999995,-1,,-870.1701959999918,-0.01502398758956583,0.0
BTCUSDT,2024-05-03 21:00:00,62881.120003,2024-05-03 21:00:00,62756.8214,-1,,124.29860300000291,0.0009767237446481987,0.0
BTCUSDT,2024-05-03 22:00:00,62719.1786,2024-05-03 22:00:00,62801.264728999995,-1,,-82.08612899999571,-0.0023087883296991347,0.0
BTCUSDT,2024-05-03 23:00:00,62763.585274,2024-05-03 23:00:00,62900.874603,-1,,-137.28932899999927,-0.00318740418350307,0.0
BTCUSDT,2024-05-04 00:00:00,62863.14539700001,2024-05-04 00:00:00,63102.915196999995,-1,,-239.7697999999873,-0.004814155312874779,0.0
BTCUSDT,2024-05-04 01:00:00,63065.064803,2024-05-04 01:00:00,62874.886808999996,-1,,190.17799400000513,0.0020155838988523225,0.0
BTCUSDT,2024-05-04 02:00:00,62837.173191,2024-05-04 02:00:00,62717.879721,-1,,119.29347000000416,0.0008984537964080511,0.0
BTCUSDT,2024-05-04 03:00:00,62680.260279,2024-05-04 03:00:00,62742.8172,-1,,-62.55692099999578,-0.0019980322468596138,0.0
BTCUSDT,2024-05-05 00:00:00,63872.862391,2024-05-05 00:00:00,63528.57285599999,-1,-0.22897430408922426,344.2895350000108,0.004390231815390238,0.0
BTCUSDT,2024-05-05 01:00:00,63490.467144,2024-05-05 01:00:00,63334.464641,-1,-0.22897430408922426,156.00250300000334,0.0014571011998727426,0.0
BTCUSDT,2024-05-05 02:00:00,63296.475359000004,2024-05-05 02:00:00,63160.65251299999,-1,-0.22897430408922426,135.82284600001003,0.0011458200512692155,0.0
BTCUSDT,2024-05-05 03:00:00,63122.757489999996,2024-05-05 03:00:00,63254.900778999996,-1,-0.22897430408922426,-132.14328899999964,-0.003093433402698448,0.0
BTCUSDT,2024-05-06 10:00:00,65146.65014,2024-05-06 10:00:00,64026.372150999996,-1,-0.24503314119805317,1120.277989000002,0.016196248565237464,0.0
BTCUSDT,2024-05-06 11:00:00,63987.95785200001,2024-05-06 11:00:00,64222.821068,-1,-0.24503314119805317,-234.86321599999064,-0.004670428372526188,0.0
BTCUSDT,2024-05-06 12:00:00,64184.288935000004,2024-05-06 12:00:00,63613.06819699999,-1,-0.29817249585407074,571.2207380000109,0.007899697223077304,0.0
BTCUSDT,2024-05-06 13:00:00,63574.911803,2024-05-06 13:00:00,63889.161,-1,-0.29817249585407074,-314.24919699999737,-0.005942974958011164,0.0
BTCUSDT,2024-05-06 14:00:00,63850.848997,2024-05-06 14:00:00,63290.951591,-1,-0.29817249585407074,559.8974060000037,0.007768832596514264,0.0
BTCUSDT,2024-05-06 15:00:00,63252.988409000005,2024-05-06 15:00:00,63651.099603,-1,-0.29817249585407074,-398.11119399999734,-0.007293950752583759,0.0
BTCUSDT,2024-05-06 16:00:00,63612.920397,2024-05-06 16:00:00,63211.387728999995,-1,-0.3111213736897002,401.5326680000071,0.005312124415827692,0.0
BTCUSDT,2024-05-06 17:00:00,63173.462274,2024-05-06 17:00:00,63188.880979,-1,-0.3111213736897002,-15.418705000003683,-0.0012440693361577791,0.0
BTCUSDT,2024-05-06 18:00:00,63150.969024,2024-05-06 18:00:00,63419.02,-1,-0.3111213736897002,-268.0509759999986,-0.005244605904592344,0.0
BTCUSDT,2024-05-06 19:00:00,63380.98,2024-05-06 19:00:00,63238.966,-1,-0.3111213736897002,142.01400000000285,0.0012406406464526556,0.0
BTCUSDT,2024-05-06 20:00:00,63201.034,2024-05-06 20:00:00,63327.272483999994,-1,-0.24209659185305468,-126.23848399999406,-0.002997411687916278,0.0
BTCUSDT,2024-05-06 21:00:00,63289.287516000004,2024-05-06 21:00:00,63569.355086999996,-1,-0.24209659185305468,-280.0675709999923,-0.005425197090885075,0.0
BTCUSDT,2024-05-06 22:00:00,63531.224913000005,2024-05-06 22:00:00,63514.718701,-1,-0.24209659185305468,16.50621200000751,-0.0007401874114246782,0.0
BTCUSDT,2024-05-06 23:00:00,63476.621299,2024-05-06 23:00:00,63184.139557,-1,-0.24209659185305468,292.4817419999963,0.0036077080981089336,0.0
BTCUSDT,2024-05-07 08:00:00,63650.589093,2024-05-07 08:00:00,64251.2696,-1,-0.2278499737739897,-600.6805069999973,-0.010437155500985888,0.0
BTCUSDT,2024-05-07 09:00:00,64212.720403,2024-05-07 09:00:00,64139.215994,-1,-0.2278499737739897,73.50440900000103,0.0001447016812040707,0.0
BTCUSDT,2024-05-07 10:00:00,64100.74400600001,2024-05-07 10:00:00,64105.595911000004,-1,-0.2278499737739897,-4.851904999995895,-0.0010756918671574506,0.0
BTCUSDT,2024-05-07 11:00:00,64067.144089,2024-05-07 11:00:00,63509.477129,-1,-0.2278499737739897,557.6669600000023,0.007704414219327607,0.0
BTCUSDT,2024-05-07 16:00:00,63721.357856,2024-05-07 16:00:00,63653.0902,-1,-0.47218607764052195,68.26765600000363,7.134653587071273e-05,0.0
BTCUSDT,2024-05-07 17:00:00,63614.899803,2024-05-07 17:00:00,63410.807537,-1,-0.47218607764052195,204.09226599999965,0.002208246285571842,0.0
BTCUSDT,2024-05-07 18:00:00,63372.772463,2024-05-07 18:00:00,63188.940997,-1,-0.47218607764052195,183.83146600000327,0.0019007957022447253,0.0
