,0
day_of_week,1102
td_buy_count_4h,752
cg_total_volume_roc_4h,711
atr_pct_ratio_1h_4h,683
hour_of_day,669
atr_pct_4h,606
cg_market_cap_roc_4h,596
ma_ratio_4h_d1,593
atr_pct_ratio_4h_d1,576
hv_14d_4h,570
price_ratio_cg_4h,556
rsi_diff_1h_4h,521
rsi_diff_4h_d1,501
hv_7d_4h,457
mfi_4h,451
adx_4h,447
btc_correlation_1h_4h,442
adx_delta_4h,427
rsi_slope_4h,390
vol_ratio_4h_d1,367
skewness_4h,347
eth_correlation_1h_4h,343
bb_width_ratio_4h_d1,342
vol_ratio_1h_4h,320
vol_ma_ratio_long_4h,297
