,0
day_of_week,1000
hour_of_day,704
atr_pct_ratio_1h_4h,681
atr_pct_4h,627
price_ratio_cg_4h,515
rsi_diff_1h_4h,514
rsi_diff_4h_d1,503
bb_width_4h,424
bb_width_chg_4h,404
hv_7d_4h,392
adx_4h,379
atr_pct_ratio_4h_d1,377
eth_correlation_1h_4h,349
hv_14d_4h,348
btc_correlation_1h_4h,340
adx_delta_4h,311
bb_width_ratio_1h_4h,304
money_flow_ratio_4h,303
vol_ratio_1h_4h,293
bb_width_ratio_4h_d1,277
vol_ratio_4h_d1,256
rsi_1h_mul_vol_ma_ratio_4h,254
vol_roc_4h,178
volume_cg_ratio_4h,173
