,0
fg_index_d1,244
ichimoku_base_d1,221
vwap_d1,195
vol_breakout_d1,142
atr_pct_d1,132
bb_squeeze_d1,126
stoch_d_d1,115
long_upper_shadow_d1,114
macd_d1,113
vol_ma_ratio_d1,108
hv_14d_d1,107
supertrend_dir_d1,103
adx_d1,100
pct_chg6_d1,95
break_resistance_d1,90
bb_width_d1,87
rsi_bull_div_d1,71
day_of_week_sin,65
adx_delta_d1,58
ichimoku_cloud_thickness_d1,42
day_of_week_cos,12
