,0
fg_index_d1_x,420
break_support_d1,346
break_resistance_d1,308
vol_breakout_d1,281
vwap_d1,266
bb_squeeze_d1,264
day_of_week,253
rsi_bear_div_d1,239
cci_d1,235
supertrend_dir_d1,228
ema_diff_d1,225
long_lower_shadow_d1,219
atr_pct_d1,218
long_upper_shadow_d1,217
hv_7d_d1,205
rsi_bull_div_d1,190
hv_30d_d1,184
macd_hist_diff_1h_d1,145
bear_streak_d1,138
ichimoku_cloud_thickness_d1,124
