symbol,entry_time,entry_price,exit_time,exit_price,signal,score,position_size,pnl,ret,holding_s
TAOUSDT,2024-06-12 10:00:00,336.978876,2024-06-12 12:00:00,354.316962555981,-1,-0.3747926258770146,0.0418,-0.7247320180400043,-0.05245155317089064,7200.0
TAOUSDT,2024-06-17 10:00:00,285.724257,2024-06-17 18:00:00,304.6831447218873,-1,-0.3162615517041644,0.0262,-0.49672285831344637,-0.06735379131246551,28800.0
TAOUSDT,2024-06-23 21:00:00,272.948091,2024-06-24 02:00:00,264.78170725196196,-1,-0.37802718509300726,0.0253,0.20660950882536178,0.02891918250140103,18000.0
TAOUSDT,2024-06-25 15:00:00,290.21291,2024-06-28 21:00:00,265.90853475155444,-1,-0.337736052770924,0.0317,0.7704486953757249,0.08274670599059698,280800.0
TAOUSDT,2024-06-30 00:00:00,259.732057,2024-06-30 18:00:00,269.50929667185625,-1,-0.426019323280315,0.0305,-0.2982058099916156,-0.03864356154102399,64800.0
TAOUSDT,2024-07-14 10:00:00,273.198016,2024-07-15 00:00:00,281.34738178169897,-1,-0.3588263171243833,0.0382,-0.31130577286090083,-0.03082952036408264,50400.0
TAOUSDT,2024-07-18 14:00:00,333.269989,2024-07-19 03:00:00,344.14379462047447,-1,-0.35005847052860856,0.0353,-0.3838453384027483,-0.033627617185399965,46800.0
TAOUSDT,2024-07-20 23:00:00,337.468729,2024-07-21 22:00:00,351.80283287024366,-1,-0.35804742502583287,0.0414,-0.5934319002280878,-0.04347535442089411,82800.0
TAOUSDT,2024-07-22 22:00:00,328.541408,2024-07-24 08:00:00,338.29807302268756,-1,-0.4300850448970413,0.0247,-0.240989626060383,-0.030696911211531577,122400.0
TAOUSDT,2024-07-29 15:00:00,327.80163,2024-07-30 00:00:00,316.8654383313291,-1,-0.3753168579216672,0.0319,0.34886451423060216,0.03236222479635295,32400.0
TAOUSDT,2024-07-31 20:00:00,310.496823,2024-08-01 15:00:00,283.9928070341353,-1,-0.45284212033191457,0.0333,0.882583731663295,0.08436002304237654,68400.0
TAOUSDT,2024-08-02 14:00:00,289.962985,2024-08-03 17:00:00,251.53606354193548,-1,-0.43531421893405364,0.0256,0.9837291893264519,0.1315235407480183,97200.0
TAOUSDT,2024-08-04 06:00:00,250.44484400000002,2024-08-04 15:00:00,229.16826574375915,-1,-0.4260167329578993,0.0135,0.28723380645925173,0.08395514587731288,32400.0
TAOUSDT,2024-08-25 08:00:00,321.293583,2024-08-25 14:00:00,339.9290972075508,-1,-0.3509283612603617,0.037,-0.689514025679379,-0.05900151386014699,21600.0
TAOUSDT,2024-08-25 16:00:00,349.725051,2024-08-27 20:00:00,325.5576751340484,-1,-0.3171124808000019,0.0275,0.6646028363136693,0.06810393120780933,187200.0
TAOUSDT,2024-09-03 14:00:00,268.959288,2024-09-03 23:00:00,254.61086379896847,-1,-0.4545104277011567,0.0273,0.39171198068816127,0.05234794090112087,32400.0
TAOUSDT,2024-09-12 09:00:00,289.183219,2024-09-13 16:00:00,300.34547294049975,-1,-0.3224883043893224,0.0294,-0.3281702658506923,-0.03959924507064754,111600.0
TAOUSDT,2024-09-17 11:00:00,308.737351,2024-09-17 13:00:00,319.2657604098509,-1,-0.3755684195025899,0.0414,-0.435876149567827,-0.035101508533869924,7200.0
TAOUSDT,2024-09-18 10:00:00,313.056055,2024-09-18 22:00:00,335.20968733014416,-1,-0.35778252915307257,0.0373,-0.8263304859143767,-0.07176570465996623,43200.0
TAOUSDT,2024-10-15 01:00:00,623.083019,2024-10-16 12:00:00,584.0461278951014,-1,-0.2793058907737288,0.0268,1.0461886816112822,0.061651187585804804,126000.0
TAOUSDT,2024-10-23 03:00:00,540.847697,2024-10-23 18:00:00,511.9189472727345,-1,-0.4113714108559992,0.0252,0.7290044931270916,0.05248779312129628,54000.0
TAOUSDT,2024-10-24 08:00:00,532.760124,2024-10-24 12:00:00,549.3375464525484,-1,-0.4338326988412716,0.0299,-0.49566493133119643,-0.032116109681940785,14400.0
TAOUSDT,2024-10-24 13:00:00,555.123413,2024-10-25 17:00:00,521.3473314704329,-1,-0.34879956876038265,0.035,1.1821628535348498,0.0598442748740038,100800.0
TAOUSDT,2024-10-31 13:00:00,487.493708,2024-11-01 07:00:00,453.10588803979823,-1,-0.43231896681557425,0.0283,0.9731753048737107,0.06954002830371257,64800.0
TAOUSDT,2024-11-01 14:00:00,482.175304,2024-11-02 15:00:00,437.4498147998868,-1,-0.36534915380421906,0.0393,1.757711725564449,0.09175773526574725,90000.0
TAOUSDT,2024-11-03 15:00:00,411.47652000000005,2024-11-05 14:00:00,445.3950213244216,-1,-0.39755373660600474,0.0478,-1.6213043633073492,-0.08343119516132178,169200.0
TAOUSDT,2025-01-06 01:00:00,553.343947,2025-01-06 16:00:00,583.9746821722398,-1,-0.32302996192735806,0.0306,-0.937300496270539,-0.056355688515808126,54000.0
TAOUSDT,2025-01-07 15:00:00,531.310559,2025-01-08 02:00:00,488.09997406561325,-1,-0.4371825810403165,0.0268,1.1580436762415651,0.08032830075072299,39600.0
TAOUSDT,2025-01-11 08:00:00,432.320265,2025-01-11 21:00:00,451.74602247511086,-1,-0.3663695311789562,0.0236,-0.4584478764126162,-0.04593371939229094,46800.0
TAOUSDT,2025-01-11 22:00:00,452.97406700000005,2025-01-13 06:00:00,416.36411513586097,-1,-0.34712297912412415,0.0369,1.3509072237867321,0.07982129757803348,115200.0
TAOUSDT,2025-03-28 06:00:00,254.873515,2025-03-28 16:00:00,244.91445569492026,-1,-0.44129816869937855,0.0249,0.24798057669648535,0.03807451625595438,36000.0
TAOUSDT,2025-03-29 11:00:00,229.86102100000002,2025-03-30 03:00:00,235.23006798825185,-1,-0.46344397008522703,0.0338,-0.18147378820291166,-0.02435779665858103,57600.0
TAOUSDT,2025-03-30 09:00:00,232.190322,2025-03-31 09:00:00,213.97225625430144,-1,-0.43198980694965455,0.0276,0.5028186145812804,0.07746177906458378,86400.0
TAOUSDT,2025-04-01 09:00:00,231.40055900000002,2025-04-02 22:00:00,215.84120747065433,-1,-0.38967997591704906,0.0474,0.7375132624909857,0.06623990467691865,133200.0
TAOUSDT,2025-04-06 14:00:00,207.517726,2025-04-06 17:00:00,195.6563571267871,-1,-0.35329009736655176,0.0385,0.45666270161869704,0.05615834064803173,10800.0
TAOUSDT,2025-04-13 14:00:00,244.956491,2025-04-16 08:00:00,228.284794215033,-1,-0.3386490124845031,0.033,0.550165993903911,0.0670598285716258,237600.0
TAOUSDT,2025-04-24 06:00:00,343.836818,2025-04-24 16:00:00,355.12903073453384,-1,-0.30637954276870544,0.0242,-0.27327154817571914,-0.033841778842118794,36000.0
TAOUSDT,2025-04-28 09:00:00,381.435535,2025-04-30 13:00:00,353.08619954937825,-1,-0.35870009232770705,0.0376,1.0659350129433784,0.07332274355513774,187200.0
TAOUSDT,2025-05-01 12:00:00,370.518811,2025-05-04 19:00:00,344.4032883410387,-1,-0.34926005633637475,0.0351,0.916654845329542,0.06948366205342624,284400.0
TAOUSDT,2025-05-13 12:00:00,455.923182,2025-05-15 07:00:00,423.1009513489487,-1,-0.35231802412408436,0.0359,1.1783180803727422,0.07099070358096271,154800.0
TAOUSDT,2025-05-15 08:00:00,421.66346300000004,2025-05-18 20:00:00,399.0034546101298,-1,-0.3429440585595425,0.0341,0.7727062860945757,0.05273955862490807,302400.0
TAOUSDT,2025-05-25 08:00:00,425.552296,2025-05-26 00:00:00,436.23671155987637,-1,-0.45130634470871744,0.0351,-0.3750229861516601,-0.02610717404254436,57600.0
TAOUSDT,2025-05-26 07:00:00,459.222192,2025-05-29 14:00:00,421.10113185116955,-1,-0.30167566269599255,0.0244,0.9301538676314631,0.08201223419279016,284400.0
TAOUSDT,2025-05-30 02:00:00,404.48861700000003,2025-05-30 16:00:00,385.2794307008056,-1,-0.4465340479974298,0.032,0.6146939615742213,0.04649005408771346,50400.0
TAOUSDT,2025-05-30 17:00:00,385.73424500000004,2025-05-31 05:00:00,408.9391983203825,-1,-0.4460990144002142,0.0311,-0.7216740482638945,-0.06115787714254527,43200.0
TAOUSDT,2025-05-31 15:00:00,411.92638500000004,2025-05-31 18:00:00,431.22421525849046,-1,-0.3373607857721713,0.0324,-0.6252497003750896,-0.0478477644579393,10800.0
TAOUSDT,2025-06-01 05:00:00,433.719845,2025-06-02 19:00:00,398.9170232686994,-1,-0.30578934521569223,0.0239,0.8317874393780853,0.0792426315800713,136800.0
TAOUSDT,2025-06-03 09:00:00,390.352859,2025-06-05 10:00:00,368.76210621924685,-1,-0.4068136637763085,0.0239,0.516018991460001,0.05431086114256736,176400.0
TAOUSDT,2025-06-05 11:00:00,368.099537,2025-06-05 20:00:00,348.88107136719066,-1,-0.44414682009064455,0.0306,0.5880850483639658,0.05120996958985401,32400.0
TAOUSDT,2025-06-21 06:00:00,342.117334,2025-06-21 18:00:00,322.17236529795065,-1,-0.40780445824401956,0.025,0.49862421755123454,0.05729862073591798,43200.0
TAOUSDT,2025-06-21 19:00:00,319.784036,2025-06-22 14:00:00,291.09275950517866,-1,-0.45729289266043815,0.0337,0.9668960178754796,0.08872079048630606,68400.0
TAOUSDT,2025-06-22 20:00:00,292.61219,2025-06-23 13:00:00,315.1074959910331,-1,-0.40815730431345526,0.0506,-1.1382624831462744,-0.07787754222075673,61200.0
TAOUSDT,2025-07-06 14:00:00,327.52171400000003,2025-07-06 21:00:00,331.29022331815014,-1,-0.3424609690143568,0.0269,-0.10137290065823792,-0.012506135798221026,25200.0
