symbol,entry_time,entry_price,exit_time,exit_price,signal,score,position_size,pnl,ret,holding_s
REIUSDT,2025-01-04 09:00:00,0.061511541,2025-01-07 15:00:00,0.05914235241289551,-1,-0.3307366373814148,0.0335,7.936781766800046e-05,0.03751616377330705,280800.0
REIUSDT,2025-01-07 21:00:00,0.056603014,2025-01-08 17:00:00,0.05268296415628805,-1,-0.4296892969263983,0.0259,0.00010152929095213948,0.06825514326343027,72000.0
REIUSDT,2025-01-10 13:00:00,0.054473653,2025-01-13 10:00:00,0.049527344998777936,-1,-0.4361191208990227,0.0259,0.00012810937723165136,0.08980184141904456,248400.0
REIUSDT,2025-01-23 16:00:00,0.050474853,2025-01-27 05:00:00,0.046742115923154075,-1,-0.3805261291683648,0.0447,0.00016685334733501284,0.07295241105201287,306000.0
REIUSDT,2025-01-29 14:00:00,0.046026187999999996,2025-01-29 20:00:00,0.04815469538979465,-1,-0.3486572312567926,0.0358,-7.62005645546487e-05,-0.0472455719729528,21600.0
REIUSDT,2025-02-02 19:00:00,0.038758369,2025-02-02 22:00:00,0.03627867244022643,-1,-0.32134746927927005,0.0246,6.100053537042985e-05,0.06297835161158538,10800.0
REIUSDT,2025-02-16 10:00:00,0.03848845,2025-02-17 15:00:00,0.039317705069159915,-1,-0.36053380857142703,0.0396,-3.283850073873263e-05,-0.022545556372364044,104400.0
REIUSDT,2025-02-19 15:00:00,0.035669296,2025-02-21 05:00:00,0.037370931056113776,-1,-0.31113005628468,0.0267,-4.543365599823775e-05,-0.04870587723721189,136800.0
REIUSDT,2025-02-23 00:00:00,0.038388479999999996,2025-02-24 03:00:00,0.03595599904580742,-1,-0.41755602270591036,0.0274,6.66499781448765e-05,0.06236486764239098,97200.0
REIUSDT,2025-02-24 05:00:00,0.035469356,2025-02-24 19:00:00,0.033896297833118844,-1,-0.4232217728290929,0.0258,4.058490070553385e-05,0.04334978088920354,50400.0
REIUSDT,2025-03-01 10:00:00,0.032450262,2025-03-02 15:00:00,0.033467248799709255,-1,-0.4462094450268359,0.0315,-3.203508419084152e-05,-0.03233986405746908,104400.0
REIUSDT,2025-03-09 14:00:00,0.027011893999999998,2025-03-09 17:00:00,0.025121963737829576,-1,-0.42520944941733724,0.02,3.7798605243408444e-05,0.06896659553641156,10800.0
REIUSDT,2025-03-16 12:00:00,0.024842545,2025-03-17 07:00:00,0.0258876882807292,-1,-0.3095574645338341,0.0272,-2.8427897235834204e-05,-0.04307070091768773,68400.0
REIUSDT,2025-03-18 06:00:00,0.025722281,2025-03-18 08:00:00,0.026438839048751682,-1,-0.40836737507182636,0.0238,-1.705408156029004e-05,-0.028857484674538865,7200.0
REIUSDT,2025-03-19 12:00:00,0.026871936000000003,2025-03-22 02:00:00,0.027674826182586796,-1,-0.38754974176527524,0.0456,-3.6611792325957786e-05,-0.03087838995250634,223200.0
REIUSDT,2025-03-23 15:00:00,0.027151852,2025-03-24 06:00:00,0.028052407844041383,-1,-0.3743169311518357,0.0455,-4.097529090388291e-05,-0.03416738188029983,54000.0
REIUSDT,2025-03-25 12:00:00,0.029321200999999998,2025-03-27 16:00:00,0.029812816322222834,-1,-0.3222178676808451,0.0302,-1.4846782731129649e-05,-0.017766547939930433,187200.0
REIUSDT,2025-03-29 08:00:00,0.025222431,2025-03-31 10:00:00,0.02356609087196654,-1,-0.3601338186658088,0.0406,6.724740919815853e-05,0.06466932933758295,180000.0
REIUSDT,2025-04-06 11:00:00,0.020283913,2025-04-06 17:00:00,0.019155045600460982,-1,-0.3956369189931559,0.0403,4.549335620142245e-05,0.05465333471598988,21600.0
REIUSDT,2025-04-13 14:00:00,0.020613814,2025-04-14 03:00:00,0.01965028702295901,-1,-0.33656664761037025,0.034,3.275991721939375e-05,0.045741809984362544,46800.0
REIUSDT,2025-04-16 14:00:00,0.018754372,2025-04-18 08:00:00,0.019792449818105313,-1,-0.3477312927579359,0.0348,-3.6125108070064945e-05,-0.05635124386491399,151200.0
REIUSDT,2025-04-22 13:00:00,0.024932518,2025-04-23 00:00:00,0.022807204922162587,-1,-0.35926117028193716,0.0377,8.012430303447049e-05,0.08424261680418374,39600.0
REIUSDT,2025-05-04 17:00:00,0.024362689,2025-05-06 21:00:00,0.022788759881723165,-1,-0.3720259635749346,0.0412,6.484587967300557e-05,0.06360408037375653,187200.0
REIUSDT,2025-06-19 01:00:00,0.0159952,2025-06-21 21:00:00,0.014939118452437193,-1,-0.41128082895342893,0.0247,2.6085214224801355e-05,0.06502490419393367,244800.0
REIUSDT,2025-06-22 12:00:00,0.014375686,2025-06-22 20:00:00,0.01339271582464299,-1,-0.43716225238564393,0.0131,1.2876909297176829e-05,0.06737727085559672,28800.0
