,0
long_upper_shadow_4h,707
day_of_week,606
rsi_diff_4h_d1,450
hv_7d_4h,449
hour_of_day,442
donchian_delta_4h,440
stoch_d_4h,337
hv_14d_4h,303
atr_pct_4h,298
kurtosis_4h,239
