,0
fg_index_d1_y,1689
day_of_week,949
macd_hist_diff_1h_d1,610
vol_ratio_4h_d1,589
rsi_slope_d1,549
atr_pct_d1,530
rsi_diff_1h_d1,527
hv_7d_d1,485
upper_wick_ratio_d1,410
hv_14d_d1,391
