,0
hour_of_day,1445
long_lower_shadow_1h,1086
atr_pct_1h,1083
ma_ratio_1h_4h,930
pct_chg6_1h,840
hv_7d_1h,789
donchian_delta_1h,764
hv_14d_1h,750
ma_ratio_1h_d1,749
macd_hist_diff_1h_d1,672
rsi_diff_1h_d1,597
bull_streak_1h,497
