,0
ichimoku_base_d1,5
long_upper_shadow_d1,5
ema_diff_d1,4
long_lower_shadow_d1,4
vol_breakout_d1,2
bear_streak_d1,1
cg_total_volume_roc_d1,1
fg_index_d1_x,0
atr_pct_d1,0
bb_width_d1,0
hv_14d_d1,0
stoch_k_d1,0
