,0
fg_index_d1,1205
pct_chg3_1h,945
pct_chg1_1h,895
bear_streak_1h,831
day_of_week,713
cci_delta_1h,602
rsi_diff_1h_4h,583
macd_hist_d1,540
atr_chg_d1,485
atr_pct_d1,471
hv_14d_d1,429
cg_market_cap_roc_d1,415
upper_wick_ratio_d1,404
vol_ratio_4h_d1,391
kc_width_pct_chg_d1,387
ema_diff_d1,364
lower_wick_ratio_d1,364
vol_ma_ratio_long_d1,360
bb_width_chg_d1,353
vol_roc_d1,316
hv_30d_d1,278
skewness_d1,253
kurtosis_d1,198
vol_breakout_d1,173
