,0
hour_of_day,9186
day_of_week,7688
rsi_diff_1h_d1,5336
ma_ratio_1h_d1,5157
macd_hist_diff_1h_d1,4656
hv_7d_1h,4123
atr_pct_ratio_1h_4h,3693
atr_pct_1h,3666
donchian_delta_1h,3288
long_upper_shadow_1h,1864
vol_breakout_1h,1858
long_lower_shadow_1h,1702
